item_number,name,section,catalog_page_id,pdf_page,hole_style,diameter_in,thickness_in,material,finish,max_load_lbs,length_in,cross_section,max_discs,spine_capacity,width_in,height_in,jaw_opening_in,hook_type,fastener_size,fastener_type,compatible_with,quantity_note,spacing_in,needs_verification,notes
900000,"82 V-Notched Flat Disc 9"" dia DS1, 0.063"" aluminum",Discs,B3,8,DS1,9,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger V-notched flat disc, 9"" flat diameter"
900035,"82 V-Notched Flat Disc 9"" dia DS1, 0.08"" aluminum",Discs,B3,8,DS1,9,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger V-notched flat disc, 9"" flat diameter"
900005,"82 V-Notched Flat Disc 9"" dia DS2, 0.063"" aluminum",Discs,B3,8,DS2,9,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger V-notched flat disc, 9"" flat diameter"
900040,"82 V-Notched Flat Disc 9"" dia DS2, 0.08"" aluminum",Discs,B3,8,DS2,9,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger V-notched flat disc, 9"" flat diameter"
900010,"82 V-Notched Flat Disc 9"" dia DS3, 0.063"" aluminum",Discs,B3,8,DS3,9,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger V-notched flat disc, 9"" flat diameter"
900045,"82 V-Notched Flat Disc 9"" dia DS3, 0.08"" aluminum",Discs,B3,8,DS3,9,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger V-notched flat disc, 9"" flat diameter"
900015,"82 V-Notched Flat Disc 9"" dia DS4, 0.063"" aluminum",Discs,B3,8,DS4,9,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger V-notched flat disc, 9"" flat diameter"
900050,"82 V-Notched Flat Disc 9"" dia DS4, 0.08"" aluminum",Discs,B3,8,DS4,9,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger V-notched flat disc, 9"" flat diameter"
900020,"82 V-Notched Flat Disc 9"" dia DS5, 0.063"" aluminum",Discs,B3,8,DS5,9,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger V-notched flat disc, 9"" flat diameter"
900055,"82 V-Notched Flat Disc 9"" dia DS5, 0.08"" aluminum",Discs,B3,8,DS5,9,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger V-notched flat disc, 9"" flat diameter"
900025,"82 V-Notched Flat Disc 9"" dia DS6, 0.063"" aluminum",Discs,B3,8,DS6,9,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger V-notched flat disc, 9"" flat diameter"
900060,"82 V-Notched Flat Disc 9"" dia DS6, 0.08"" aluminum",Discs,B3,8,DS6,9,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger V-notched flat disc, 9"" flat diameter"
900030,"82 V-Notched Flat Disc 9"" dia DS7, 0.063"" aluminum",Discs,B3,8,DS7,9,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger V-notched flat disc, 9"" flat diameter"
900065,"82 V-Notched Flat Disc 9"" dia DS7, 0.08"" aluminum",Discs,B3,8,DS7,9,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger V-notched flat disc, 9"" flat diameter"
900032,"82 V-Notched Flat Disc 9"" dia DS8, 0.063"" aluminum",Discs,B3,8,DS8,9,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger V-notched flat disc, 9"" flat diameter"
900067,"82 V-Notched Flat Disc 9"" dia DS8, 0.08"" aluminum",Discs,B3,8,DS8,9,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger V-notched flat disc, 9"" flat diameter"
900033,"82 V-Notched Flat Disc 9"" dia DS9, 0.063"" aluminum",Discs,B3,8,DS9,9,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger V-notched flat disc, 9"" flat diameter"
900068,"82 V-Notched Flat Disc 9"" dia DS9, 0.08"" aluminum",Discs,B3,8,DS9,9,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger V-notched flat disc, 9"" flat diameter"
900034,"82 V-Notched Flat Disc 9"" dia DS10, 0.063"" aluminum",Discs,B3,8,DS10,9,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger V-notched flat disc, 9"" flat diameter"
900069,"82 V-Notched Flat Disc 9"" dia DS10, 0.08"" aluminum",Discs,B3,8,DS10,9,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger V-notched flat disc, 9"" flat diameter"
900001,"82 V-Notched Flat Disc 9"" dia DS11, 0.063"" aluminum",Discs,B3,8,DS11,9,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger V-notched flat disc, 9"" flat diameter"
900070,"82 V-Notched Flat Disc 9"" dia DS11, 0.08"" aluminum",Discs,B3,8,DS11,9,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger V-notched flat disc, 9"" flat diameter"
900490,"82A V-Notched Formed Disc 8.75"" dia, .5"" deep DS1, 0.063"" aluminum",Discs,B3,8,DS1,8.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
900525,"82A V-Notched Formed Disc 8.75"" dia, .5"" deep DS1, 0.08"" aluminum",Discs,B3,8,DS1,8.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
900495,"82A V-Notched Formed Disc 8.75"" dia, .5"" deep DS2, 0.063"" aluminum",Discs,B3,8,DS2,8.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
900530,"82A V-Notched Formed Disc 8.75"" dia, .5"" deep DS2, 0.08"" aluminum",Discs,B3,8,DS2,8.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
900500,"82A V-Notched Formed Disc 8.75"" dia, .5"" deep DS3, 0.063"" aluminum",Discs,B3,8,DS3,8.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
900535,"82A V-Notched Formed Disc 8.75"" dia, .5"" deep DS3, 0.08"" aluminum",Discs,B3,8,DS3,8.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
900505,"82A V-Notched Formed Disc 8.75"" dia, .5"" deep DS4, 0.063"" aluminum",Discs,B3,8,DS4,8.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
900540,"82A V-Notched Formed Disc 8.75"" dia, .5"" deep DS4, 0.08"" aluminum",Discs,B3,8,DS4,8.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
900510,"82A V-Notched Formed Disc 8.75"" dia, .5"" deep DS5, 0.063"" aluminum",Discs,B3,8,DS5,8.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
900545,"82A V-Notched Formed Disc 8.75"" dia, .5"" deep DS5, 0.08"" aluminum",Discs,B3,8,DS5,8.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
900515,"82A V-Notched Formed Disc 8.75"" dia, .5"" deep DS6, 0.063"" aluminum",Discs,B3,8,DS6,8.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
900550,"82A V-Notched Formed Disc 8.75"" dia, .5"" deep DS6, 0.08"" aluminum",Discs,B3,8,DS6,8.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
900520,"82A V-Notched Formed Disc 8.75"" dia, .5"" deep DS7, 0.063"" aluminum",Discs,B3,8,DS7,8.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
900555,"82A V-Notched Formed Disc 8.75"" dia, .5"" deep DS7, 0.08"" aluminum",Discs,B3,8,DS7,8.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
900522,"82A V-Notched Formed Disc 8.75"" dia, .5"" deep DS8, 0.063"" aluminum",Discs,B3,8,DS8,8.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
900557,"82A V-Notched Formed Disc 8.75"" dia, .5"" deep DS8, 0.08"" aluminum",Discs,B3,8,DS8,8.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
900523,"82A V-Notched Formed Disc 8.75"" dia, .5"" deep DS9, 0.063"" aluminum",Discs,B3,8,DS9,8.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
900558,"82A V-Notched Formed Disc 8.75"" dia, .5"" deep DS9, 0.08"" aluminum",Discs,B3,8,DS9,8.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
900524,"82A V-Notched Formed Disc 8.75"" dia, .5"" deep DS10, 0.063"" aluminum",Discs,B3,8,DS10,8.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
900559,"82A V-Notched Formed Disc 8.75"" dia, .5"" deep DS10, 0.08"" aluminum",Discs,B3,8,DS10,8.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
900491,"82A V-Notched Formed Disc 8.75"" dia, .5"" deep DS11, 0.063"" aluminum",Discs,B3,8,DS11,8.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
900560,"82A V-Notched Formed Disc 8.75"" dia, .5"" deep DS11, 0.08"" aluminum",Discs,B3,8,DS11,8.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
901470,"82B V-Notched Formed Disc 8.5"" dia, 1.18"" deep DS1, 0.063"" aluminum",Discs,B3,8,DS1,8.5,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
901505,"82B V-Notched Formed Disc 8.5"" dia, 1.18"" deep DS1, 0.08"" aluminum",Discs,B3,8,DS1,8.5,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
901475,"82B V-Notched Formed Disc 8.5"" dia, 1.18"" deep DS2, 0.063"" aluminum",Discs,B3,8,DS2,8.5,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
901510,"82B V-Notched Formed Disc 8.5"" dia, 1.18"" deep DS2, 0.08"" aluminum",Discs,B3,8,DS2,8.5,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
901480,"82B V-Notched Formed Disc 8.5"" dia, 1.18"" deep DS3, 0.063"" aluminum",Discs,B3,8,DS3,8.5,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
901515,"82B V-Notched Formed Disc 8.5"" dia, 1.18"" deep DS3, 0.08"" aluminum",Discs,B3,8,DS3,8.5,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
901485,"82B V-Notched Formed Disc 8.5"" dia, 1.18"" deep DS4, 0.063"" aluminum",Discs,B3,8,DS4,8.5,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
901520,"82B V-Notched Formed Disc 8.5"" dia, 1.18"" deep DS4, 0.08"" aluminum",Discs,B3,8,DS4,8.5,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
901490,"82B V-Notched Formed Disc 8.5"" dia, 1.18"" deep DS5, 0.063"" aluminum",Discs,B3,8,DS5,8.5,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
901525,"82B V-Notched Formed Disc 8.5"" dia, 1.18"" deep DS5, 0.08"" aluminum",Discs,B3,8,DS5,8.5,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
901495,"82B V-Notched Formed Disc 8.5"" dia, 1.18"" deep DS6, 0.063"" aluminum",Discs,B3,8,DS6,8.5,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
901530,"82B V-Notched Formed Disc 8.5"" dia, 1.18"" deep DS6, 0.08"" aluminum",Discs,B3,8,DS6,8.5,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
901500,"82B V-Notched Formed Disc 8.5"" dia, 1.18"" deep DS7, 0.063"" aluminum",Discs,B3,8,DS7,8.5,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
901535,"82B V-Notched Formed Disc 8.5"" dia, 1.18"" deep DS7, 0.08"" aluminum",Discs,B3,8,DS7,8.5,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
901502,"82B V-Notched Formed Disc 8.5"" dia, 1.18"" deep DS8, 0.063"" aluminum",Discs,B3,8,DS8,8.5,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
901537,"82B V-Notched Formed Disc 8.5"" dia, 1.18"" deep DS8, 0.08"" aluminum",Discs,B3,8,DS8,8.5,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
901503,"82B V-Notched Formed Disc 8.5"" dia, 1.18"" deep DS9, 0.063"" aluminum",Discs,B3,8,DS9,8.5,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
901538,"82B V-Notched Formed Disc 8.5"" dia, 1.18"" deep DS9, 0.08"" aluminum",Discs,B3,8,DS9,8.5,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
901504,"82B V-Notched Formed Disc 8.5"" dia, 1.18"" deep DS10, 0.063"" aluminum",Discs,B3,8,DS10,8.5,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
901539,"82B V-Notched Formed Disc 8.5"" dia, 1.18"" deep DS10, 0.08"" aluminum",Discs,B3,8,DS10,8.5,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
901471,"82B V-Notched Formed Disc 8.5"" dia, 1.18"" deep DS11, 0.063"" aluminum",Discs,B3,8,DS11,8.5,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
901540,"82B V-Notched Formed Disc 8.5"" dia, 1.18"" deep DS11, 0.08"" aluminum",Discs,B3,8,DS11,8.5,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"Formed disc, slight bend at tip"
902450,"82C V-Notched Formed Disc 8.0"" dia, 1.25"" deep DS1, 0.063"" aluminum",Discs,B3,8,DS1,8,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For 3-point contact use a 166 Disc with a 82C Disc
902485,"82C V-Notched Formed Disc 8.0"" dia, 1.25"" deep DS1, 0.08"" aluminum",Discs,B3,8,DS1,8,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For 3-point contact use a 166 Disc with a 82C Disc
902455,"82C V-Notched Formed Disc 8.0"" dia, 1.25"" deep DS2, 0.063"" aluminum",Discs,B3,8,DS2,8,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For 3-point contact use a 166 Disc with a 82C Disc
902490,"82C V-Notched Formed Disc 8.0"" dia, 1.25"" deep DS2, 0.08"" aluminum",Discs,B3,8,DS2,8,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For 3-point contact use a 166 Disc with a 82C Disc
902460,"82C V-Notched Formed Disc 8.0"" dia, 1.25"" deep DS3, 0.063"" aluminum",Discs,B3,8,DS3,8,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For 3-point contact use a 166 Disc with a 82C Disc
902495,"82C V-Notched Formed Disc 8.0"" dia, 1.25"" deep DS3, 0.08"" aluminum",Discs,B3,8,DS3,8,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For 3-point contact use a 166 Disc with a 82C Disc
902465,"82C V-Notched Formed Disc 8.0"" dia, 1.25"" deep DS4, 0.063"" aluminum",Discs,B3,8,DS4,8,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For 3-point contact use a 166 Disc with a 82C Disc
902500,"82C V-Notched Formed Disc 8.0"" dia, 1.25"" deep DS4, 0.08"" aluminum",Discs,B3,8,DS4,8,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For 3-point contact use a 166 Disc with a 82C Disc
902470,"82C V-Notched Formed Disc 8.0"" dia, 1.25"" deep DS5, 0.063"" aluminum",Discs,B3,8,DS5,8,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For 3-point contact use a 166 Disc with a 82C Disc
902505,"82C V-Notched Formed Disc 8.0"" dia, 1.25"" deep DS5, 0.08"" aluminum",Discs,B3,8,DS5,8,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For 3-point contact use a 166 Disc with a 82C Disc
902475,"82C V-Notched Formed Disc 8.0"" dia, 1.25"" deep DS6, 0.063"" aluminum",Discs,B3,8,DS6,8,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For 3-point contact use a 166 Disc with a 82C Disc
902510,"82C V-Notched Formed Disc 8.0"" dia, 1.25"" deep DS6, 0.08"" aluminum",Discs,B3,8,DS6,8,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For 3-point contact use a 166 Disc with a 82C Disc
902480,"82C V-Notched Formed Disc 8.0"" dia, 1.25"" deep DS7, 0.063"" aluminum",Discs,B3,8,DS7,8,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For 3-point contact use a 166 Disc with a 82C Disc
902515,"82C V-Notched Formed Disc 8.0"" dia, 1.25"" deep DS7, 0.08"" aluminum",Discs,B3,8,DS7,8,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For 3-point contact use a 166 Disc with a 82C Disc
902482,"82C V-Notched Formed Disc 8.0"" dia, 1.25"" deep DS8, 0.063"" aluminum",Discs,B3,8,DS8,8,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For 3-point contact use a 166 Disc with a 82C Disc
902517,"82C V-Notched Formed Disc 8.0"" dia, 1.25"" deep DS8, 0.08"" aluminum",Discs,B3,8,DS8,8,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For 3-point contact use a 166 Disc with a 82C Disc
902483,"82C V-Notched Formed Disc 8.0"" dia, 1.25"" deep DS9, 0.063"" aluminum",Discs,B3,8,DS9,8,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For 3-point contact use a 166 Disc with a 82C Disc
902519,"82C V-Notched Formed Disc 8.0"" dia, 1.25"" deep DS9, 0.08"" aluminum",Discs,B3,8,DS9,8,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For 3-point contact use a 166 Disc with a 82C Disc
902484,"82C V-Notched Formed Disc 8.0"" dia, 1.25"" deep DS10, 0.063"" aluminum",Discs,B3,8,DS10,8,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For 3-point contact use a 166 Disc with a 82C Disc
902520,"82C V-Notched Formed Disc 8.0"" dia, 1.25"" deep DS10, 0.08"" aluminum",Discs,B3,8,DS10,8,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For 3-point contact use a 166 Disc with a 82C Disc
902451,"82C V-Notched Formed Disc 8.0"" dia, 1.25"" deep DS11, 0.063"" aluminum",Discs,B3,8,DS11,8,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For 3-point contact use a 166 Disc with a 82C Disc
902521,"82C V-Notched Formed Disc 8.0"" dia, 1.25"" deep DS11, 0.08"" aluminum",Discs,B3,8,DS11,8,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For 3-point contact use a 166 Disc with a 82C Disc
902600,"82E V-Notched Formed Disc 8.125"" dia, .75"" deep, 70° bends DS1, 0.063"" aluminum",Discs,B3,8,DS1,8.125,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82E disc series
902640,"82E V-Notched Formed Disc 8.125"" dia, .75"" deep, 70° bends DS1, 0.08"" aluminum",Discs,B3,8,DS1,8.125,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82E disc series
902605,"82E V-Notched Formed Disc 8.125"" dia, .75"" deep, 70° bends DS2, 0.063"" aluminum",Discs,B3,8,DS2,8.125,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82E disc series
902645,"82E V-Notched Formed Disc 8.125"" dia, .75"" deep, 70° bends DS2, 0.08"" aluminum",Discs,B3,8,DS2,8.125,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82E disc series
902610,"82E V-Notched Formed Disc 8.125"" dia, .75"" deep, 70° bends DS3, 0.063"" aluminum",Discs,B3,8,DS3,8.125,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82E disc series
902650,"82E V-Notched Formed Disc 8.125"" dia, .75"" deep, 70° bends DS3, 0.08"" aluminum",Discs,B3,8,DS3,8.125,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82E disc series
902615,"82E V-Notched Formed Disc 8.125"" dia, .75"" deep, 70° bends DS4, 0.063"" aluminum",Discs,B3,8,DS4,8.125,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82E disc series
902655,"82E V-Notched Formed Disc 8.125"" dia, .75"" deep, 70° bends DS4, 0.08"" aluminum",Discs,B3,8,DS4,8.125,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82E disc series
902620,"82E V-Notched Formed Disc 8.125"" dia, .75"" deep, 70° bends DS5, 0.063"" aluminum",Discs,B3,8,DS5,8.125,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82E disc series
902660,"82E V-Notched Formed Disc 8.125"" dia, .75"" deep, 70° bends DS5, 0.08"" aluminum",Discs,B3,8,DS5,8.125,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82E disc series
902625,"82E V-Notched Formed Disc 8.125"" dia, .75"" deep, 70° bends DS6, 0.063"" aluminum",Discs,B3,8,DS6,8.125,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82E disc series
902665,"82E V-Notched Formed Disc 8.125"" dia, .75"" deep, 70° bends DS6, 0.08"" aluminum",Discs,B3,8,DS6,8.125,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82E disc series
902630,"82E V-Notched Formed Disc 8.125"" dia, .75"" deep, 70° bends DS7, 0.063"" aluminum",Discs,B3,8,DS7,8.125,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82E disc series
902670,"82E V-Notched Formed Disc 8.125"" dia, .75"" deep, 70° bends DS7, 0.08"" aluminum",Discs,B3,8,DS7,8.125,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82E disc series
902635,"82E V-Notched Formed Disc 8.125"" dia, .75"" deep, 70° bends DS8, 0.063"" aluminum",Discs,B3,8,DS8,8.125,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82E disc series
902675,"82E V-Notched Formed Disc 8.125"" dia, .75"" deep, 70° bends DS8, 0.08"" aluminum",Discs,B3,8,DS8,8.125,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82E disc series
902636,"82E V-Notched Formed Disc 8.125"" dia, .75"" deep, 70° bends DS9, 0.063"" aluminum",Discs,B3,8,DS9,8.125,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82E disc series
902676,"82E V-Notched Formed Disc 8.125"" dia, .75"" deep, 70° bends DS9, 0.08"" aluminum",Discs,B3,8,DS9,8.125,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82E disc series
902637,"82E V-Notched Formed Disc 8.125"" dia, .75"" deep, 70° bends DS10, 0.063"" aluminum",Discs,B3,8,DS10,8.125,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82E disc series
902677,"82E V-Notched Formed Disc 8.125"" dia, .75"" deep, 70° bends DS10, 0.08"" aluminum",Discs,B3,8,DS10,8.125,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82E disc series
902638,"82E V-Notched Formed Disc 8.125"" dia, .75"" deep, 70° bends DS11, 0.063"" aluminum",Discs,B3,8,DS11,8.125,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82E disc series
902678,"82E V-Notched Formed Disc 8.125"" dia, .75"" deep, 70° bends DS11, 0.08"" aluminum",Discs,B3,8,DS11,8.125,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82E disc series
905335,"166 V-Notched Insert Disc 4.75"" dia DS1, 0.063"" aluminum",Discs,B3,8,DS1,4.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger insert disc, used with 82A or 82C disc for 3-point contact"
905390,"166 V-Notched Insert Disc 4.75"" dia DS1, 0.08"" aluminum",Discs,B3,8,DS1,4.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger insert disc, used with 82A or 82C disc for 3-point contact"
905340,"166 V-Notched Insert Disc 4.75"" dia DS2, 0.063"" aluminum",Discs,B3,8,DS2,4.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger insert disc, used with 82A or 82C disc for 3-point contact"
905395,"166 V-Notched Insert Disc 4.75"" dia DS2, 0.08"" aluminum",Discs,B3,8,DS2,4.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger insert disc, used with 82A or 82C disc for 3-point contact"
905345,"166 V-Notched Insert Disc 4.75"" dia DS3, 0.063"" aluminum",Discs,B3,8,DS3,4.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger insert disc, used with 82A or 82C disc for 3-point contact"
905400,"166 V-Notched Insert Disc 4.75"" dia DS3, 0.08"" aluminum",Discs,B3,8,DS3,4.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger insert disc, used with 82A or 82C disc for 3-point contact"
905350,"166 V-Notched Insert Disc 4.75"" dia DS4, 0.063"" aluminum",Discs,B3,8,DS4,4.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger insert disc, used with 82A or 82C disc for 3-point contact"
905405,"166 V-Notched Insert Disc 4.75"" dia DS4, 0.08"" aluminum",Discs,B3,8,DS4,4.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger insert disc, used with 82A or 82C disc for 3-point contact"
905355,"166 V-Notched Insert Disc 4.75"" dia DS5, 0.063"" aluminum",Discs,B3,8,DS5,4.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger insert disc, used with 82A or 82C disc for 3-point contact"
905410,"166 V-Notched Insert Disc 4.75"" dia DS5, 0.08"" aluminum",Discs,B3,8,DS5,4.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger insert disc, used with 82A or 82C disc for 3-point contact"
905360,"166 V-Notched Insert Disc 4.75"" dia DS6, 0.063"" aluminum",Discs,B3,8,DS6,4.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger insert disc, used with 82A or 82C disc for 3-point contact"
905415,"166 V-Notched Insert Disc 4.75"" dia DS6, 0.08"" aluminum",Discs,B3,8,DS6,4.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,"30-finger insert disc, used with 82A or 82C disc for 3-point contact"
