item_number,name,section,catalog_page_id,pdf_page,hole_style,diameter_in,thickness_in,material,finish,max_load_lbs,length_in,cross_section,max_discs,spine_capacity,width_in,height_in,jaw_opening_in,hook_type,fastener_size,fastener_type,compatible_with,quantity_note,spacing_in,needs_verification,notes
900243,"82-4 Short Pointed Flat Disc 9"" dia, V-shaped points DS9, 0.08"" aluminum",Discs,B5,10,DS9,9,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For longer point see 82-7 Series
900209,"82-4 Short Pointed Flat Disc 9"" dia, V-shaped points DS10, 0.063"" aluminum",Discs,B5,10,DS10,9,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For longer point see 82-7 Series
900244,"82-4 Short Pointed Flat Disc 9"" dia, V-shaped points DS10, 0.08"" aluminum",Discs,B5,10,DS10,9,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For longer point see 82-7 Series
900176,"82-4 Short Pointed Flat Disc 9"" dia, V-shaped points DS11, 0.063"" aluminum",Discs,B5,10,DS11,9,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For longer point see 82-7 Series
900245,"82-4 Short Pointed Flat Disc 9"" dia, V-shaped points DS11, 0.08"" aluminum",Discs,B5,10,DS11,9,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For longer point see 82-7 Series
900980,"82-4A Short Pointed Formed Disc 8.75"" dia, .5"" deep DS1, 0.063"" aluminum",Discs,B5,10,DS1,8.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4A disc series
901015,"82-4A Short Pointed Formed Disc 8.75"" dia, .5"" deep DS1, 0.08"" aluminum",Discs,B5,10,DS1,8.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4A disc series
900985,"82-4A Short Pointed Formed Disc 8.75"" dia, .5"" deep DS2, 0.063"" aluminum",Discs,B5,10,DS2,8.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4A disc series
901020,"82-4A Short Pointed Formed Disc 8.75"" dia, .5"" deep DS2, 0.08"" aluminum",Discs,B5,10,DS2,8.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4A disc series
900990,"82-4A Short Pointed Formed Disc 8.75"" dia, .5"" deep DS3, 0.063"" aluminum",Discs,B5,10,DS3,8.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4A disc series
901025,"82-4A Short Pointed Formed Disc 8.75"" dia, .5"" deep DS3, 0.08"" aluminum",Discs,B5,10,DS3,8.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4A disc series
900995,"82-4A Short Pointed Formed Disc 8.75"" dia, .5"" deep DS4, 0.063"" aluminum",Discs,B5,10,DS4,8.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4A disc series
901030,"82-4A Short Pointed Formed Disc 8.75"" dia, .5"" deep DS4, 0.08"" aluminum",Discs,B5,10,DS4,8.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4A disc series
901000,"82-4A Short Pointed Formed Disc 8.75"" dia, .5"" deep DS5, 0.063"" aluminum",Discs,B5,10,DS5,8.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4A disc series
901035,"82-4A Short Pointed Formed Disc 8.75"" dia, .5"" deep DS5, 0.08"" aluminum",Discs,B5,10,DS5,8.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4A disc series
901005,"82-4A Short Pointed Formed Disc 8.75"" dia, .5"" deep DS6, 0.063"" aluminum",Discs,B5,10,DS6,8.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4A disc series
901040,"82-4A Short Pointed Formed Disc 8.75"" dia, .5"" deep DS6, 0.08"" aluminum",Discs,B5,10,DS6,8.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4A disc series
901010,"82-4A Short Pointed Formed Disc 8.75"" dia, .5"" deep DS7, 0.063"" aluminum",Discs,B5,10,DS7,8.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4A disc series
901045,"82-4A Short Pointed Formed Disc 8.75"" dia, .5"" deep DS7, 0.08"" aluminum",Discs,B5,10,DS7,8.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4A disc series
901012,"82-4A Short Pointed Formed Disc 8.75"" dia, .5"" deep DS8, 0.063"" aluminum",Discs,B5,10,DS8,8.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4A disc series
901047,"82-4A Short Pointed Formed Disc 8.75"" dia, .5"" deep DS8, 0.08"" aluminum",Discs,B5,10,DS8,8.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4A disc series
901013,"82-4A Short Pointed Formed Disc 8.75"" dia, .5"" deep DS9, 0.063"" aluminum",Discs,B5,10,DS9,8.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4A disc series
901048,"82-4A Short Pointed Formed Disc 8.75"" dia, .5"" deep DS9, 0.08"" aluminum",Discs,B5,10,DS9,8.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4A disc series
901014,"82-4A Short Pointed Formed Disc 8.75"" dia, .5"" deep DS10, 0.063"" aluminum",Discs,B5,10,DS10,8.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4A disc series
901049,"82-4A Short Pointed Formed Disc 8.75"" dia, .5"" deep DS10, 0.08"" aluminum",Discs,B5,10,DS10,8.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4A disc series
901981,"82-4A Short Pointed Formed Disc 8.75"" dia, .5"" deep DS11, 0.063"" aluminum",Discs,B5,10,DS11,8.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4A disc series
901050,"82-4A Short Pointed Formed Disc 8.75"" dia, .5"" deep DS11, 0.08"" aluminum",Discs,B5,10,DS11,8.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4A disc series
901960,"82-4B Short Pointed Formed Disc 8.5"" dia, 1.18"" deep DS1, 0.063"" aluminum",Discs,B5,10,DS1,8.5,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4B disc series
901995,"82-4B Short Pointed Formed Disc 8.5"" dia, 1.18"" deep DS1, 0.08"" aluminum",Discs,B5,10,DS1,8.5,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4B disc series
901965,"82-4B Short Pointed Formed Disc 8.5"" dia, 1.18"" deep DS2, 0.063"" aluminum",Discs,B5,10,DS2,8.5,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4B disc series
902000,"82-4B Short Pointed Formed Disc 8.5"" dia, 1.18"" deep DS2, 0.08"" aluminum",Discs,B5,10,DS2,8.5,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4B disc series
901970,"82-4B Short Pointed Formed Disc 8.5"" dia, 1.18"" deep DS3, 0.063"" aluminum",Discs,B5,10,DS3,8.5,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4B disc series
902005,"82-4B Short Pointed Formed Disc 8.5"" dia, 1.18"" deep DS3, 0.08"" aluminum",Discs,B5,10,DS3,8.5,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4B disc series
901975,"82-4B Short Pointed Formed Disc 8.5"" dia, 1.18"" deep DS4, 0.063"" aluminum",Discs,B5,10,DS4,8.5,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4B disc series
902010,"82-4B Short Pointed Formed Disc 8.5"" dia, 1.18"" deep DS4, 0.08"" aluminum",Discs,B5,10,DS4,8.5,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4B disc series
901980,"82-4B Short Pointed Formed Disc 8.5"" dia, 1.18"" deep DS5, 0.063"" aluminum",Discs,B5,10,DS5,8.5,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4B disc series
902015,"82-4B Short Pointed Formed Disc 8.5"" dia, 1.18"" deep DS5, 0.08"" aluminum",Discs,B5,10,DS5,8.5,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4B disc series
901985,"82-4B Short Pointed Formed Disc 8.5"" dia, 1.18"" deep DS6, 0.063"" aluminum",Discs,B5,10,DS6,8.5,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4B disc series
902020,"82-4B Short Pointed Formed Disc 8.5"" dia, 1.18"" deep DS6, 0.08"" aluminum",Discs,B5,10,DS6,8.5,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4B disc series
901990,"82-4B Short Pointed Formed Disc 8.5"" dia, 1.18"" deep DS7, 0.063"" aluminum",Discs,B5,10,DS7,8.5,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4B disc series
902025,"82-4B Short Pointed Formed Disc 8.5"" dia, 1.18"" deep DS7, 0.08"" aluminum",Discs,B5,10,DS7,8.5,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4B disc series
901992,"82-4B Short Pointed Formed Disc 8.5"" dia, 1.18"" deep DS8, 0.063"" aluminum",Discs,B5,10,DS8,8.5,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4B disc series
902027,"82-4B Short Pointed Formed Disc 8.5"" dia, 1.18"" deep DS8, 0.08"" aluminum",Discs,B5,10,DS8,8.5,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4B disc series
901993,"82-4B Short Pointed Formed Disc 8.5"" dia, 1.18"" deep DS9, 0.063"" aluminum",Discs,B5,10,DS9,8.5,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4B disc series
902028,"82-4B Short Pointed Formed Disc 8.5"" dia, 1.18"" deep DS9, 0.08"" aluminum",Discs,B5,10,DS9,8.5,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4B disc series
901994,"82-4B Short Pointed Formed Disc 8.5"" dia, 1.18"" deep DS10, 0.063"" aluminum",Discs,B5,10,DS10,8.5,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4B disc series
902029,"82-4B Short Pointed Formed Disc 8.5"" dia, 1.18"" deep DS10, 0.08"" aluminum",Discs,B5,10,DS10,8.5,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4B disc series
901961,"82-4B Short Pointed Formed Disc 8.5"" dia, 1.18"" deep DS11, 0.063"" aluminum",Discs,B5,10,DS11,8.5,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4B disc series
902030,"82-4B Short Pointed Formed Disc 8.5"" dia, 1.18"" deep DS11, 0.08"" aluminum",Discs,B5,10,DS11,8.5,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4B disc series
902940,"82-4C Short Pointed Formed Disc 8.0"" dia, 1.25"" deep DS1, 0.063"" aluminum",Discs,B5,10,DS1,8,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,Ideal for racking small tubes or other parts with holes
902975,"82-4C Short Pointed Formed Disc 8.0"" dia, 1.25"" deep DS1, 0.08"" aluminum",Discs,B5,10,DS1,8,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,Ideal for racking small tubes or other parts with holes
902945,"82-4C Short Pointed Formed Disc 8.0"" dia, 1.25"" deep DS2, 0.063"" aluminum",Discs,B5,10,DS2,8,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,Ideal for racking small tubes or other parts with holes
902980,"82-4C Short Pointed Formed Disc 8.0"" dia, 1.25"" deep DS2, 0.08"" aluminum",Discs,B5,10,DS2,8,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,Ideal for racking small tubes or other parts with holes
902950,"82-4C Short Pointed Formed Disc 8.0"" dia, 1.25"" deep DS3, 0.063"" aluminum",Discs,B5,10,DS3,8,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,Ideal for racking small tubes or other parts with holes
902985,"82-4C Short Pointed Formed Disc 8.0"" dia, 1.25"" deep DS3, 0.08"" aluminum",Discs,B5,10,DS3,8,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,Ideal for racking small tubes or other parts with holes
902955,"82-4C Short Pointed Formed Disc 8.0"" dia, 1.25"" deep DS4, 0.063"" aluminum",Discs,B5,10,DS4,8,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,Ideal for racking small tubes or other parts with holes
902990,"82-4C Short Pointed Formed Disc 8.0"" dia, 1.25"" deep DS4, 0.08"" aluminum",Discs,B5,10,DS4,8,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,Ideal for racking small tubes or other parts with holes
902960,"82-4C Short Pointed Formed Disc 8.0"" dia, 1.25"" deep DS5, 0.063"" aluminum",Discs,B5,10,DS5,8,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,Ideal for racking small tubes or other parts with holes
902995,"82-4C Short Pointed Formed Disc 8.0"" dia, 1.25"" deep DS5, 0.08"" aluminum",Discs,B5,10,DS5,8,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,Ideal for racking small tubes or other parts with holes
902965,"82-4C Short Pointed Formed Disc 8.0"" dia, 1.25"" deep DS6, 0.063"" aluminum",Discs,B5,10,DS6,8,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,Ideal for racking small tubes or other parts with holes
903000,"82-4C Short Pointed Formed Disc 8.0"" dia, 1.25"" deep DS6, 0.08"" aluminum",Discs,B5,10,DS6,8,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,Ideal for racking small tubes or other parts with holes
902970,"82-4C Short Pointed Formed Disc 8.0"" dia, 1.25"" deep DS7, 0.063"" aluminum",Discs,B5,10,DS7,8,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,Ideal for racking small tubes or other parts with holes
903005,"82-4C Short Pointed Formed Disc 8.0"" dia, 1.25"" deep DS7, 0.08"" aluminum",Discs,B5,10,DS7,8,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,Ideal for racking small tubes or other parts with holes
902972,"82-4C Short Pointed Formed Disc 8.0"" dia, 1.25"" deep DS8, 0.063"" aluminum",Discs,B5,10,DS8,8,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,Ideal for racking small tubes or other parts with holes
903007,"82-4C Short Pointed Formed Disc 8.0"" dia, 1.25"" deep DS8, 0.08"" aluminum",Discs,B5,10,DS8,8,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,Ideal for racking small tubes or other parts with holes
902973,"82-4C Short Pointed Formed Disc 8.0"" dia, 1.25"" deep DS9, 0.063"" aluminum",Discs,B5,10,DS9,8,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,Ideal for racking small tubes or other parts with holes
903008,"82-4C Short Pointed Formed Disc 8.0"" dia, 1.25"" deep DS9, 0.08"" aluminum",Discs,B5,10,DS9,8,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,Ideal for racking small tubes or other parts with holes
902974,"82-4C Short Pointed Formed Disc 8.0"" dia, 1.25"" deep DS10, 0.063"" aluminum",Discs,B5,10,DS10,8,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,Ideal for racking small tubes or other parts with holes
903009,"82-4C Short Pointed Formed Disc 8.0"" dia, 1.25"" deep DS10, 0.08"" aluminum",Discs,B5,10,DS10,8,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,Ideal for racking small tubes or other parts with holes
902941,"82-4C Short Pointed Formed Disc 8.0"" dia, 1.25"" deep DS11, 0.063"" aluminum",Discs,B5,10,DS11,8,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,Ideal for racking small tubes or other parts with holes
903010,"82-4C Short Pointed Formed Disc 8.0"" dia, 1.25"" deep DS11, 0.08"" aluminum",Discs,B5,10,DS11,8,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,Ideal for racking small tubes or other parts with holes
903500,"82-4E Short Pointed Formed Disc 8.12"" dia, .75"" deep, 70° bends DS1, 0.063"" aluminum",Discs,B5,10,DS1,8.12,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4E disc series
903535,"82-4E Short Pointed Formed Disc 8.12"" dia, .75"" deep, 70° bends DS1, 0.08"" aluminum",Discs,B5,10,DS1,8.12,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4E disc series
903505,"82-4E Short Pointed Formed Disc 8.12"" dia, .75"" deep, 70° bends DS2, 0.063"" aluminum",Discs,B5,10,DS2,8.12,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4E disc series
903540,"82-4E Short Pointed Formed Disc 8.12"" dia, .75"" deep, 70° bends DS2, 0.08"" aluminum",Discs,B5,10,DS2,8.12,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4E disc series
903510,"82-4E Short Pointed Formed Disc 8.12"" dia, .75"" deep, 70° bends DS3, 0.063"" aluminum",Discs,B5,10,DS3,8.12,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4E disc series
903545,"82-4E Short Pointed Formed Disc 8.12"" dia, .75"" deep, 70° bends DS3, 0.08"" aluminum",Discs,B5,10,DS3,8.12,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4E disc series
903515,"82-4E Short Pointed Formed Disc 8.12"" dia, .75"" deep, 70° bends DS4, 0.063"" aluminum",Discs,B5,10,DS4,8.12,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4E disc series
903550,"82-4E Short Pointed Formed Disc 8.12"" dia, .75"" deep, 70° bends DS4, 0.08"" aluminum",Discs,B5,10,DS4,8.12,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4E disc series
903520,"82-4E Short Pointed Formed Disc 8.12"" dia, .75"" deep, 70° bends DS5, 0.063"" aluminum",Discs,B5,10,DS5,8.12,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4E disc series
903555,"82-4E Short Pointed Formed Disc 8.12"" dia, .75"" deep, 70° bends DS5, 0.08"" aluminum",Discs,B5,10,DS5,8.12,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4E disc series
903525,"82-4E Short Pointed Formed Disc 8.12"" dia, .75"" deep, 70° bends DS6, 0.063"" aluminum",Discs,B5,10,DS6,8.12,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4E disc series
903560,"82-4E Short Pointed Formed Disc 8.12"" dia, .75"" deep, 70° bends DS6, 0.08"" aluminum",Discs,B5,10,DS6,8.12,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4E disc series
903530,"82-4E Short Pointed Formed Disc 8.12"" dia, .75"" deep, 70° bends DS7, 0.063"" aluminum",Discs,B5,10,DS7,8.12,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4E disc series
903565,"82-4E Short Pointed Formed Disc 8.12"" dia, .75"" deep, 70° bends DS7, 0.08"" aluminum",Discs,B5,10,DS7,8.12,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4E disc series
903532,"82-4E Short Pointed Formed Disc 8.12"" dia, .75"" deep, 70° bends DS8, 0.063"" aluminum",Discs,B5,10,DS8,8.12,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4E disc series
903567,"82-4E Short Pointed Formed Disc 8.12"" dia, .75"" deep, 70° bends DS8, 0.08"" aluminum",Discs,B5,10,DS8,8.12,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4E disc series
903533,"82-4E Short Pointed Formed Disc 8.12"" dia, .75"" deep, 70° bends DS9, 0.063"" aluminum",Discs,B5,10,DS9,8.12,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4E disc series
903568,"82-4E Short Pointed Formed Disc 8.12"" dia, .75"" deep, 70° bends DS9, 0.08"" aluminum",Discs,B5,10,DS9,8.12,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4E disc series
903534,"82-4E Short Pointed Formed Disc 8.12"" dia, .75"" deep, 70° bends DS10, 0.063"" aluminum",Discs,B5,10,DS10,8.12,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4E disc series
903569,"82-4E Short Pointed Formed Disc 8.12"" dia, .75"" deep, 70° bends DS10, 0.08"" aluminum",Discs,B5,10,DS10,8.12,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4E disc series
903501,"82-4E Short Pointed Formed Disc 8.12"" dia, .75"" deep, 70° bends DS11, 0.063"" aluminum",Discs,B5,10,DS11,8.12,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4E disc series
903570,"82-4E Short Pointed Formed Disc 8.12"" dia, .75"" deep, 70° bends DS11, 0.08"" aluminum",Discs,B5,10,DS11,8.12,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-4E disc series
906000,"82-5 Pierced Flat Disc 9"" dia, .14"" dia holes DS1, 0.063"" aluminum",Discs,B6,11,DS1,9,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For larger hole see 82-9 Series
906035,"82-5 Pierced Flat Disc 9"" dia, .14"" dia holes DS1, 0.08"" aluminum",Discs,B6,11,DS1,9,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For larger hole see 82-9 Series
906005,"82-5 Pierced Flat Disc 9"" dia, .14"" dia holes DS2, 0.063"" aluminum",Discs,B6,11,DS2,9,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For larger hole see 82-9 Series
906040,"82-5 Pierced Flat Disc 9"" dia, .14"" dia holes DS2, 0.08"" aluminum",Discs,B6,11,DS2,9,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For larger hole see 82-9 Series
906010,"82-5 Pierced Flat Disc 9"" dia, .14"" dia holes DS3, 0.063"" aluminum",Discs,B6,11,DS3,9,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For larger hole see 82-9 Series
906045,"82-5 Pierced Flat Disc 9"" dia, .14"" dia holes DS3, 0.08"" aluminum",Discs,B6,11,DS3,9,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For larger hole see 82-9 Series
906015,"82-5 Pierced Flat Disc 9"" dia, .14"" dia holes DS4, 0.063"" aluminum",Discs,B6,11,DS4,9,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For larger hole see 82-9 Series
906050,"82-5 Pierced Flat Disc 9"" dia, .14"" dia holes DS4, 0.08"" aluminum",Discs,B6,11,DS4,9,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For larger hole see 82-9 Series
906020,"82-5 Pierced Flat Disc 9"" dia, .14"" dia holes DS5, 0.063"" aluminum",Discs,B6,11,DS5,9,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For larger hole see 82-9 Series
906055,"82-5 Pierced Flat Disc 9"" dia, .14"" dia holes DS5, 0.08"" aluminum",Discs,B6,11,DS5,9,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For larger hole see 82-9 Series
906025,"82-5 Pierced Flat Disc 9"" dia, .14"" dia holes DS6, 0.063"" aluminum",Discs,B6,11,DS6,9,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For larger hole see 82-9 Series
906060,"82-5 Pierced Flat Disc 9"" dia, .14"" dia holes DS6, 0.08"" aluminum",Discs,B6,11,DS6,9,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For larger hole see 82-9 Series
906030,"82-5 Pierced Flat Disc 9"" dia, .14"" dia holes DS7, 0.063"" aluminum",Discs,B6,11,DS7,9,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For larger hole see 82-9 Series
906065,"82-5 Pierced Flat Disc 9"" dia, .14"" dia holes DS7, 0.08"" aluminum",Discs,B6,11,DS7,9,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For larger hole see 82-9 Series
906032,"82-5 Pierced Flat Disc 9"" dia, .14"" dia holes DS8, 0.063"" aluminum",Discs,B6,11,DS8,9,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For larger hole see 82-9 Series
906067,"82-5 Pierced Flat Disc 9"" dia, .14"" dia holes DS8, 0.08"" aluminum",Discs,B6,11,DS8,9,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For larger hole see 82-9 Series
906033,"82-5 Pierced Flat Disc 9"" dia, .14"" dia holes DS9, 0.063"" aluminum",Discs,B6,11,DS9,9,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For larger hole see 82-9 Series
906068,"82-5 Pierced Flat Disc 9"" dia, .14"" dia holes DS9, 0.08"" aluminum",Discs,B6,11,DS9,9,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For larger hole see 82-9 Series
906034,"82-5 Pierced Flat Disc 9"" dia, .14"" dia holes DS10, 0.063"" aluminum",Discs,B6,11,DS10,9,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For larger hole see 82-9 Series
906069,"82-5 Pierced Flat Disc 9"" dia, .14"" dia holes DS10, 0.08"" aluminum",Discs,B6,11,DS10,9,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For larger hole see 82-9 Series
906001,"82-5 Pierced Flat Disc 9"" dia, .14"" dia holes DS11, 0.063"" aluminum",Discs,B6,11,DS11,9,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For larger hole see 82-9 Series
906070,"82-5 Pierced Flat Disc 9"" dia, .14"" dia holes DS11, 0.08"" aluminum",Discs,B6,11,DS11,9,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,For larger hole see 82-9 Series
906200,"82-5A Pierced Formed Disc 8.75"" dia, .62"" deep, .14"" dia holes DS1, 0.063"" aluminum",Discs,B6,11,DS1,8.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-5A disc series
906235,"82-5A Pierced Formed Disc 8.75"" dia, .62"" deep, .14"" dia holes DS1, 0.08"" aluminum",Discs,B6,11,DS1,8.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-5A disc series
906205,"82-5A Pierced Formed Disc 8.75"" dia, .62"" deep, .14"" dia holes DS2, 0.063"" aluminum",Discs,B6,11,DS2,8.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-5A disc series
906240,"82-5A Pierced Formed Disc 8.75"" dia, .62"" deep, .14"" dia holes DS2, 0.08"" aluminum",Discs,B6,11,DS2,8.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-5A disc series
906210,"82-5A Pierced Formed Disc 8.75"" dia, .62"" deep, .14"" dia holes DS3, 0.063"" aluminum",Discs,B6,11,DS3,8.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-5A disc series
906245,"82-5A Pierced Formed Disc 8.75"" dia, .62"" deep, .14"" dia holes DS3, 0.08"" aluminum",Discs,B6,11,DS3,8.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-5A disc series
906215,"82-5A Pierced Formed Disc 8.75"" dia, .62"" deep, .14"" dia holes DS4, 0.063"" aluminum",Discs,B6,11,DS4,8.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-5A disc series
906250,"82-5A Pierced Formed Disc 8.75"" dia, .62"" deep, .14"" dia holes DS4, 0.08"" aluminum",Discs,B6,11,DS4,8.75,0.08,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-5A disc series
906220,"82-5A Pierced Formed Disc 8.75"" dia, .62"" deep, .14"" dia holes DS5, 0.063"" aluminum",Discs,B6,11,DS5,8.75,0.063,6061-T6 Aluminum,,,,,,,,,,,,,,,,,82-5A disc series
